slug_name,index_name,2012-13 (A),2013-14 (A),2014-15 (A),2015-16 (A),2016-17 (BE),2016-17 (RE),2016-17 (A),2017-18 (BE),2017-18 (RE),2018-19 (BE),unit,color
"ministry_of_environment,_forests_and_climate_change","Ministry of Environment, Forests and Climate change",1753,1890,1599,1521,2250,2328,2278,2675,2675,2675,Rs. crore,#2aa5bb
