slug_name,index_name,2014-15 (A),2015-16 (A),2016-17 (BE),2016-17 (RE),2016-17 (A),2017-18 (BE),2017-18 (RE),2018-19 (BE),unit,color
total_cess_and_surcharges,Total Cess and Surcharges,75533,83997,148031,157412,126664,169662,137063,278029,Rs crore,#6ea63a
