slug_name,index_name,2012-13,2013-14,2014-15,2015-16,2016-17(BE),2016-17(RE),2016-17(AC),2017-18(BE),2017-18(RE),2018-19(BE),unit,color
national_adaptation_fund,National Adaptation Fund,,,,129.0,100.0,98.0,97.0,110.0,108.0,110.0,Rs. crore,#26393D
climate_change_action_plan,Climate Change Action Plan,,,,137.0,30.0,47.0,43.0,40.0,33.0,40.0,Rs. crore,#2aa5bb
