DDO Code,DDO Name,Budget Code,Allotment Serial No,Allotment Date,Allotment ID,Alloted Amount,Expenditure,Surrender/Withdrwal,Deduct Amount,Balance
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,25-May-16,424,7410,7410,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,28-Jun-16,890,134104,134104,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,28-Jun-16,891,46648,46648,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,28-Jun-16,892,28523,28523,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,28-Jun-16,893,500000,500000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,28-Jun-16,894,500000,500000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,25-Jun-16,852,1075854,1075854,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,25-Jun-16,853,248778,248778,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,25-Jun-16,854,123213,123213,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,27-Jun-16,858,25000,25000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,27-May-16,505,352550,352550,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,08-Jun-16,756,15000,15000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,13-Jun-16,814,6460,6460,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,07-Jun-16,726,30000,30000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,18-Apr-16,160,69040,62580,6460,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,02-Feb-17,1578,60605,60541,64,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,02-Feb-17,1579,182294,169272,13022,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,02-Feb-17,1580,20000,20000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,4,02-Feb-17,1581,10650,10650,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,5,02-Feb-17,1582,11988,11988,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,6,02-Feb-17,1583,10000,7744,2256,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,28-Feb-17,1763,68,0,68,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,28-Feb-17,1764,10000,10000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,28-Feb-17,1765,2449,0,2449,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,28-Feb-17,1766,234,0,234,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,28-Feb-17,1770,33730,33730,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,08-Aug-16,1028,15000,15000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,27-Sep-16,1177,34380,34380,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,27-Sep-16,1178,3820,3820,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,20-Dec-16,1377,551200,551200,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,20-Dec-16,1378,137800,137800,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,20-Dec-16,1379,137800,137800,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,03-Sep-16,1120,135000,135000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,23-Jul-16,989,156090,156090,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,23-Jul-16,990,174553,174553,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,23-Jul-16,991,7809,7809,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,06-Jan-17,1396,34875,11925,22950,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,09-Aug-16,1029,10000,10000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,10-Aug-16,1033,20000,20000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,16-Jul-16,974,4450,4450,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,16-Jul-16,975,1850,1850,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,29-Aug-16,1098,52960,52960,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,29-Aug-16,1099,66200,66200,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,29-Aug-16,1100,10592,10592,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,4,29-Aug-16,1101,400,400,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,29-Sep-16,1186,340,340,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,29-Sep-16,1187,1996,3,1993,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,26-Aug-16,1097,174650,174650,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,23-Sep-16,1157,210710,210710,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,23-Sep-16,1158,185338,185338,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,23-Sep-16,1159,36345,25521,10824,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,23-Sep-16,1160,1400,1000,400,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,08-Feb-17,1616,30000,30000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,11-Jan-17,1400,132660,118724,13936,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,11-Jan-17,1401,168964,168964,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,3,11-Jan-17,1402,20134,19405,729,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,08-Feb-17,1617,24000,24000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,08-Feb-17,1618,6000,6000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,2,27-Feb-17,1729,33333,33333,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,27-Feb-17,1730,61667,61667,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2415-01-004-0516-01003-136-0-1-0,1,27-Feb-17,1731,5000,5000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2401-00-001-0310-33011-000-0-1-0,1,27-Feb-17,1732,1000,1000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2401-00-001-0620-33011-000-0-1-0,2,27-Feb-17,1733,2000,2000,0,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2401-00-001-0620-08001-506-0-1-0,1,10-Mar-17,1848,83,0,83,0,0
BLGAGR011,"Assistant Director of Horticulture,Patnagarh",23-2401-00-119-0519-08001-506-0-1-0,2,10-Mar-17,1849,375,0,375,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-001-0310-01003-136-0-1-0,1,27-May-16,441,2316630,1823871,492759,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-001-0310-01003-156-0-1-0,2,27-May-16,442,2896638,2896638,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-001-0310-01003-403-0-1-0,3,27-May-16,443,115869,111011,4858,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-001-0310-01004-000-0-1-0,4,27-May-16,444,481800,474600,7200,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-136-0-1-0,1,27-May-16,445,256830,256830,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,27-May-16,446,321045,321045,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,3,27-May-16,447,12849,12849,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,16-Apr-16,161,50980,50980,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,16-Apr-16,162,60668,60668,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,3,16-Apr-16,163,2550,2550,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,16-Apr-16,164,499320,499320,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,16-Apr-16,165,594174,594174,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,3,16-Apr-16,166,24974,24974,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,28-Jun-16,793,157816,157816,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,28-Jun-16,794,56468,56468,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,3,28-Jun-16,795,39746,39746,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,25-Jun-16,766,124137,124137,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,25-Jun-16,767,41480,41480,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,3,25-Jun-16,768,41071,41071,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,27-Jun-16,772,25000,25000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,08-Jun-16,662,12500,12500,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,08-Jun-16,663,500,500,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,08-Jun-16,674,18000,18000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,08-Jun-16,675,40000,40000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,07-Jun-16,641,45000,45000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,18-Apr-16,173,96360,96360,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,02-Feb-17,1341,2164,2164,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,12-Jan-17,1194,49927,49927,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,12-Jan-17,1195,14406,14406,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,12-Jan-17,1196,600,0,600,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,20-Feb-17,1432,2164,0,2164,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,20-Feb-17,1433,10000,10000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,23-Feb-17,1444,10000,10000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,23-Feb-17,1445,10000,10000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,08-Aug-16,894,25000,25000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,27-Sep-16,1009,91680,91680,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,27-Sep-16,1010,19100,19100,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,3,27-Sep-16,1011,3820,3820,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,20-Dec-16,1162,1791400,1791400,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,2,20-Dec-16,1163,482300,482300,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,3,20-Dec-16,1164,482300,482300,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,09-Aug-16,895,5000,5000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,10-Aug-16,899,25000,25000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,07-Dec-16,1149,27000,27000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,16-Jul-16,858,4450,4450,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,16-Jul-16,859,1850,1850,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,27-Aug-16,948,4000,4000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,26-Aug-16,949,386725,386725,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,23-Sep-16,992,396000,394740,1260,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,03-Sep-16,961,165000,165000,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-119-0519-01003-156-0-1-0,1,25-Sep-16,1007,6088,6088,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-001-0310-20002-000-0-1-0,1,23-Feb-17,1448,197770,197770,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-001-0310-20002-000-0-1-0,2,23-Feb-17,1449,2700,2700,0,0,0
BLGAGR012,"Assistant Director of Horticulture, Titilagarh",23-2401-00-001-0310-01004-000-0-1-0,1,10-Mar-17,1548,5,0,5,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-001-1159-20002-000-0-1-0,1,07-Jun-16,2930,6000,6000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-136-0-1-0,1,01-Jun-16,2567,1820000,1820000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-156-0-1-0,2,01-Jun-16,2568,2457000,2457000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,3,01-Jun-16,2569,182000,182000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-136-0-1-0,1,19-Apr-16,1004,520000,520000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-156-0-1-0,2,19-Apr-16,1005,702000,702000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,3,19-Apr-16,1006,26000,26000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,4,19-Apr-16,1007,4000,4000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,5,19-Apr-16,1008,3500,3500,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,6,19-Apr-16,1009,12000,12000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,7,19-Apr-16,1010,2000,2000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,8,19-Apr-16,1011,2000,2000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,9,19-Apr-16,1012,10800,10800,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,10,19-Apr-16,1013,95000,95000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,1,27-Feb-17,5994,3500,3500,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,1,05-Aug-16,3647,15000,15000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,2,05-Aug-16,3648,15000,15000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,3,05-Aug-16,3649,15000,15000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,4,05-Aug-16,3650,7000,7000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,5,05-Aug-16,3651,10000,10000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,6,05-Aug-16,3652,38500,38500,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,7,05-Aug-16,3653,170000,170000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,1,23-Sep-16,4040,75000,75000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,1,28-Feb-17,6055,1000,1000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,2,25-Feb-17,5973,63933,63933,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,1,25-Feb-17,5974,67,67,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,3,25-Feb-17,5975,143000,142683,0,0,317
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,5,25-Feb-17,5976,33000,33000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,1,13-Dec-16,4659,198400,198400,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-156-0-1-0,2,13-Dec-16,4660,250000,250000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,3,13-Dec-16,4661,15000,15000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-156-0-1-0,4,25-Feb-17,5977,34000,34000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-156-0-1-0,6,25-Feb-17,5978,33000,33000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-156-0-1-0,7,25-Feb-17,5979,150000,49542,0,0,100458
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-01003-403-0-1-0,8,25-Feb-17,5980,10000,9068,0,0,932
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-06001-000-0-1-0,9,25-Feb-17,5981,1000,1000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-08001-074-0-1-0,10,25-Feb-17,5982,10000,10000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-08001-149-0-1-0,11,25-Feb-17,5983,2000,2000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-08001-154-0-1-0,12,25-Feb-17,5984,1000,1000,0,0,0
BLGAGR014,Soil Chemist Bolangir,23-2401-00-800-1304-08001-506-0-1-0,1,06-Mar-17,6150,4600,4600,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,1,18-Apr-16,974,320400,320400,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,2,18-Apr-16,975,432540,432540,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,3,18-Apr-16,976,19224,19224,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,4,18-Apr-16,977,2243,2243,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,5,18-Apr-16,978,100,100,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,6,18-Apr-16,979,200,200,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,7,18-Apr-16,980,500,500,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,1,04-Jun-16,2772,1585980,675523,0,0,910457
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,2,04-Jun-16,2773,2141070,842182,0,0,1298888
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,3,04-Jun-16,2774,88100,45706,30000,0,12394
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,4,04-Jun-16,2775,10000,10000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,5,04-Jun-16,2776,500,500,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,6,04-Jun-16,2777,10000,10000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,7,04-Jun-16,2778,10000,10000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,8,04-Jun-16,2779,1000,1000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,9,04-Jun-16,2780,5000,5000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,10,04-Jun-16,2781,900,900,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,11,04-Jun-16,2782,2500,2500,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,1,04-Jun-16,2814,4000,4000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,1,03-Feb-17,5486,7618,7618,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,1,16-Dec-16,4681,5000,5000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,2,16-Dec-16,4682,5000,5000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,3,16-Dec-16,4683,1500,1500,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,4,16-Dec-16,4684,2000,2000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,5,16-Dec-16,4685,20000,20000,0,0,0
BLGAGR016,Subject Matter Specialist(Cotton) Bolangir,23-2401-00-800-1304-08001-506-0-1-0,1,24-Jan-17,5274,2000,2000,0,0,0
